,DRG,ID,Name,Adress,City,State,Zipcode,Region,Discharges,Average_Covered_Charges,Average_Total_Payments,Average_Medicare_Payments
4010,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440029,WILLIAMSON MEDICAL CENTER,4321 CAROTHERS PARKWAY,FRANKLIN,TN,37067,TN - Nashville,31,24545.71,5872.58,4565.29
4011,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,TN - Knoxville,38,12785.53,5597.71,4580.24
4012,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440035,GATEWAY MEDICAL CENTER,651 DUNLOP LANE,CLARKSVILLE,TN,37040,TN - Nashville,12,45599.08,6202.33,4177.83
4013,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,17,43313.12,9044.71,7940.71
4014,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,53,33672.06,6801.45,5442.75
4015,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,51,39519.27,8372.47,6160.71
4016,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440053,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,TN - Nashville,32,26385.75,6928.72,4964.94
4017,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville,67,15125.48,6336.01,5102.91
4018,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,39,28559.36,6622.9,5345.54
4019,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,TN - Nashville,15,23334.33,6240.2,5157.0
4020,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,45,21401.44,6209.0,4438.56
4021,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,68,23747.97,5806.15,4181.79
4022,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,22,22809.59,8111.73,7262.64
4023,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,TN - Knoxville,23,34627.39,5786.0,4473.17
4024,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,12,21572.58,6076.83,5454.17
4025,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440133,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,TN - Nashville,21,20025.1,7572.95,5541.62
4026,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440137,HERITAGE MEDICAL CENTER,2835 HWY 231 N,SHELBYVILLE,TN,37160,TN - Nashville,15,32959.13,5963.07,4879.87
4027,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,TN - Nashville,15,43086.27,7043.4,4823.53
4028,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,17,28233.94,7585.94,6410.41
4029,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,18,34885.0,7397.5,5584.44
4030,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,27,16300.33,5644.04,4658.96
4031,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,27,78146.93,8097.78,5393.52
4032,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,367 HOSPITAL BLVD,JACKSON,TN,38305,TN - Jackson,22,117572.18,6059.32,5036.41
4239,040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,13,140350.31,30885.62,29739.38
4240,040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,12,113322.75,21920.75,19524.25
4241,040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,11,83849.91,24861.55,22090.45
4242,040 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,14,79215.43,24241.36,23620.71
4352,041 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,16,70077.75,16747.69,14209.19
4353,041 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,13,55749.23,12322.54,11183.15
4354,041 - PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,16,37207.06,14547.44,13531.94
4693,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,24,17827.04,7494.58,6558.75
4694,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,14,86122.29,9055.71,8068.79
4695,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,12,36510.17,8793.42,7964.42
4696,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,52,34733.31,11422.83,8976.48
4697,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,25,44550.8,8430.48,7045.76
4698,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,47,32795.45,10089.55,8209.09
4699,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,20,32444.35,7480.55,6418.35
4700,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,12,30728.08,6823.83,6092.5
4701,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,12,22916.67,6781.0,5843.33
4702,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,29,25771.66,9435.79,8529.45
4703,054 - NERVOUS SYSTEM NEOPLASMS W MCC,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,12,23628.5,7394.42,5368.67
4819,055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,13,23736.77,8592.15,7097.92
4820,055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville,16,13078.88,5852.44,4988.94
4821,055 - NERVOUS SYSTEM NEOPLASMS W/O MCC,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,11,60500.0,8334.91,5260.09
5029,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,18,48708.83,13520.72,13100.72
5030,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,30,31119.47,10245.53,9324.47
5031,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,36,31347.81,12877.67,10416.44
5032,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,15,46335.87,8584.0,8085.87
5033,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,18,30075.67,9308.0,8332.89
5034,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,24,40854.25,12359.46,11791.13
5035,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,14,48216.64,9848.07,9128.07
5824,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,23,18699.39,6050.3,5068.04
5825,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,18,34835.11,6067.28,4899.33
5826,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,46,34475.91,8847.2,7750.63
5827,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,46,27636.09,6238.46,5529.15
5828,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,106,28852.73,7964.85,6039.56
5829,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,20,28556.15,6272.3,5522.9
5830,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,13,24327.54,5252.23,4386.69
5831,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,35,28738.49,5526.43,3667.54
5832,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,35,19557.46,7584.14,6531.43
5833,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,23,21741.0,5993.43,4885.74
5834,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440133,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,TN - Nashville,11,20087.18,6887.64,5131.36
5835,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,17,39286.47,6461.76,5506.0
5836,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,15,11590.33,5724.67,4044.93
6006,061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,11,50624.45,15683.18,14549.73
6007,061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,14,133885.29,16250.29,15189.21
6008,061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,15,68157.27,17113.0,13977.87
6009,061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,32,70628.78,19435.09,16534.19
6010,061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,26,61898.46,17864.23,16901.77
6142,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,28,42662.86,10732.79,9749.07
6143,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,12,73031.92,14646.0,13914.67
6144,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,11,51790.09,12539.64,9118.91
6145,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,56,45345.13,13250.93,10865.21
6146,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,16,55698.63,10115.06,9015.31
6147,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,20,42841.55,13036.4,11796.2
6148,062 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,15,44155.07,10186.87,8314.67
6178,063 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,16,38550.75,11019.94,8876.13
7559,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,135,27777.01,10028.33,8893.5
7560,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,150,81205.41,10795.63,9236.73
7561,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,TN - Nashville,17,23468.59,10122.88,9461.0
7562,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,TN - Knoxville,33,26533.42,8062.21,7305.24
7563,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport,57,34275.75,10059.63,9168.68
7564,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,104,58165.36,11456.87,10515.01
7565,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,TN - Kingsport,50,36389.52,9323.76,8465.94
7566,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,TN - Knoxville,37,25237.57,8532.7,7140.3
7567,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440035,GATEWAY MEDICAL CENTER,651 DUNLOP LANE,CLARKSVILLE,TN,37040,TN - Nashville,35,55840.66,8489.69,7225.17
7568,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,126,58371.81,14186.0,12910.75
7569,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,197,51554.52,11412.81,9881.25
7570,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,195,46006.39,13165.78,10831.43
7571,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440053,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,TN - Nashville,21,41643.95,9601.29,8649.19
7572,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville,60,20778.77,9464.28,8507.82
7573,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,88,52711.33,10160.68,9301.94
7574,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,TN - Nashville,51,18998.08,9377.04,8477.73
7575,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,TN - Knoxville,11,18613.73,8001.45,6974.55
7576,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,112,43864.85,9956.42,8547.01
7577,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,76,33581.58,8964.45,7784.51
7578,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,289,39813.29,12155.99,11063.02
7579,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,TN - Knoxville,30,47707.7,8818.07,7166.57
7580,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,72,26385.38,9356.18,7909.04
7581,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440133,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,TN - Nashville,26,50390.23,12882.0,11196.81
7582,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,TN - Nashville,46,62872.2,9979.39,8133.85
7583,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,11,47997.0,11296.0,10494.18
7584,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,47,78058.68,11488.38,10090.36
7585,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,51,20097.35,8939.41,7782.29
7586,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,44,87159.64,11258.7,10189.8
7587,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,367 HOSPITAL BLVD,JACKSON,TN,38305,TN - Jackson,17,58469.53,9185.76,8454.94
7588,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,2986 KATE BOND RD,BARTLETT,TN,38133,TN - Memphis,12,70087.92,10792.67,8594.25
9542,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,199,19099.51,6214.16,5012.76
9543,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,GALLATIN,TN,37066,TN - Nashville,14,37495.79,6099.21,5382.36
9544,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,140,53242.49,6651.45,5335.42
9545,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,TN - Nashville,29,17774.97,6229.55,5157.0
9546,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,TN - Knoxville,42,19428.98,5333.55,4231.55
9547,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport,61,19830.74,5942.67,4530.82
9548,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,71,38068.28,7940.38,5805.99
